,Unnamed: 0,index, FIPS,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent 5-Year Trend (ˆ) in Incidence Rates,Lower 95% Confidence Interval.1,Upper 95% Confidence Interval.1,index.1, FIPS.1,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.1",Lower 95% Confidence Interval.2,Upper 95% Confidence Interval.2,Average Annual Count.1,Recent 5-Year Trend (ˆ) in Incidence Rates.1,Lower 95% Confidence Interval.1.1,Upper 95% Confidence Interval.1.1,index.2, FIPS.2,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.2",Lower 95% Confidence Interval.3,Upper 95% Confidence Interval.3,Average Annual Count.2,Recent 5-Year Trend (ˆ) in Incidence Rates.2,Lower 95% Confidence Interval.1.2,Upper 95% Confidence Interval.1.2,index.3, FIPS.3,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.3",Lower 95% Confidence Interval.4,Upper 95% Confidence Interval.4,Average Annual Count.3,Recent 5-Year Trend (ˆ) in Incidence Rates.3,Lower 95% Confidence Interval.1.3,Upper 95% Confidence Interval.1.3,index.4, FIPS.4,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.4",Lower 95% Confidence Interval.5,Upper 95% Confidence Interval.5,Average Annual Count.4,Recent 5-Year Trend (ˆ) in Incidence Rates.4,Lower 95% Confidence Interval.1.4,Upper 95% Confidence Interval.1.4,index.5, FIPS.5,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.5",Lower 95% Confidence Interval.6,Upper 95% Confidence Interval.6,Average Annual Count.5,Recent 5-Year Trend (ˆ) in Incidence Rates.5,Lower 95% Confidence Interval.1.5,Upper 95% Confidence Interval.1.5,index.6, FIPS.6,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.6",Lower 95% Confidence Interval.7,Upper 95% Confidence Interval.7,Average Annual Count.6,Recent 5-Year Trend (ˆ) in Incidence Rates.6,Lower 95% Confidence Interval.1.6,Upper 95% Confidence Interval.1.6,Recent Trend1,County
1198,1198,1198,24015,79.2,71.7,87.3,85,-5.5,-20.3,12.1,1198,24015,79.2,71.7,87.3,85,-5.5,-20.3,12.1,1198,24015,79.2,71.7,87.3,85,-5.5,-20.3,12.1,1198,24015,79.2,71.7,87.3,85,-5.5,-20.3,12.1,1198,24015,79.2,71.7,87.3,85,-5.5,-20.3,12.1,1198,24015,79.2,71.7,87.3,85,-5.5,-20.3,12.1,1198,24015,79.2,71.7,87.3,85,-5.5,-20.3,12.1,2,436
1505,1505,1505,29047,79,73.8,84.6,173,-0.2,-15.6,17.9,1505,29047,79,73.8,84.6,173,-0.2,-15.6,17.9,1505,29047,79,73.8,84.6,173,-0.2,-15.6,17.9,1505,29047,79,73.8,84.6,173,-0.2,-15.6,17.9,1505,29047,79,73.8,84.6,173,-0.2,-15.6,17.9,1505,29047,79,73.8,84.6,173,-0.2,-15.6,17.9,1505,29047,79,73.8,84.6,173,-0.2,-15.6,17.9,2,549
2998,2998,2998,54015,99.8,76.1,129.2,13,1,-15.2,20.4,2998,54015,99.8,76.1,129.2,13,1,-15.2,20.4,2998,54015,99.8,76.1,129.2,13,1,-15.2,20.4,2998,54015,99.8,76.1,129.2,13,1,-15.2,20.4,2998,54015,99.8,76.1,129.2,13,1,-15.2,20.4,2998,54015,99.8,76.1,129.2,13,1,-15.2,20.4,2998,54015,99.8,76.1,129.2,13,1,-15.2,20.4,2,555
2711,2711,2711,48379,87.5,68.4,111.1,15,1.7,-22.1,32.6,2711,48379,87.5,68.4,111.1,15,1.7,-22.1,32.6,2711,48379,87.5,68.4,111.1,15,1.7,-22.1,32.6,2711,48379,87.5,68.4,111.1,15,1.7,-22.1,32.6,2711,48379,87.5,68.4,111.1,15,1.7,-22.1,32.6,2711,48379,87.5,68.4,111.1,15,1.7,-22.1,32.6,2711,48379,87.5,68.4,111.1,15,1.7,-22.1,32.6,2,2368
1558,1558,1558,29153,78.9,61.1,101.7,14,5,-10.1,22.5,1558,29153,78.9,61.1,101.7,14,5,-10.1,22.5,1558,29153,78.9,61.1,101.7,14,5,-10.1,22.5,1558,29153,78.9,61.1,101.7,14,5,-10.1,22.5,1558,29153,78.9,61.1,101.7,14,5,-10.1,22.5,1558,29153,78.9,61.1,101.7,14,5,-10.1,22.5,1558,29153,78.9,61.1,101.7,14,5,-10.1,22.5,2,2178
2834,2834,2834,51033,83.6,70.3,98.9,29,-1.9,-26.1,30.1,2834,51033,83.6,70.3,98.9,29,-1.9,-26.1,30.1,2834,51033,83.6,70.3,98.9,29,-1.9,-26.1,30.1,2834,51033,83.6,70.3,98.9,29,-1.9,-26.1,30.1,2834,51033,83.6,70.3,98.9,29,-1.9,-26.1,30.1,2834,51033,83.6,70.3,98.9,29,-1.9,-26.1,30.1,2834,51033,83.6,70.3,98.9,29,-1.9,-26.1,30.1,2,392
104,104,104,4017,39.6,34.5,45.2,46,-1.1,-14.9,14.9,104,4017,39.6,34.5,45.2,46,-1.1,-14.9,14.9,104,4017,39.6,34.5,45.2,46,-1.1,-14.9,14.9,104,4017,39.6,34.5,45.2,46,-1.1,-14.9,14.9,104,4017,39.6,34.5,45.2,46,-1.1,-14.9,14.9,104,4017,39.6,34.5,45.2,46,-1.1,-14.9,14.9,104,4017,39.6,34.5,45.2,46,-1.1,-14.9,14.9,2,2043
2341,2341,2341,45053,51.9,40.2,66,14,3.6,-31.4,56.5,2341,45053,51.9,40.2,66,14,3.6,-31.4,56.5,2341,45053,51.9,40.2,66,14,3.6,-31.4,56.5,2341,45053,51.9,40.2,66,14,3.6,-31.4,56.5,2341,45053,51.9,40.2,66,14,3.6,-31.4,56.5,2341,45053,51.9,40.2,66,14,3.6,-31.4,56.5,2341,45053,51.9,40.2,66,14,3.6,-31.4,56.5,2,1391
1933,1933,1933,37089,59.9,54.9,65.4,109,-1.9,-5.4,1.8,1933,37089,59.9,54.9,65.4,109,-1.9,-5.4,1.8,1933,37089,59.9,54.9,65.4,109,-1.9,-5.4,1.8,1933,37089,59.9,54.9,65.4,109,-1.9,-5.4,1.8,1933,37089,59.9,54.9,65.4,109,-1.9,-5.4,1.8,1933,37089,59.9,54.9,65.4,109,-1.9,-5.4,1.8,1933,37089,59.9,54.9,65.4,109,-1.9,-5.4,1.8,2,1238
2570,2570,2570,48097,62.1,52.7,72.9,32,-8,-18.7,4,2570,48097,62.1,52.7,72.9,32,-8,-18.7,4,2570,48097,62.1,52.7,72.9,32,-8,-18.7,4,2570,48097,62.1,52.7,72.9,32,-8,-18.7,4,2570,48097,62.1,52.7,72.9,32,-8,-18.7,4,2570,48097,62.1,52.7,72.9,32,-8,-18.7,4,2570,48097,62.1,52.7,72.9,32,-8,-18.7,4,2,630
2655,2655,2655,48267,58.6,36.3,93,5,-25.8,-56.8,27.2,2655,48267,58.6,36.3,93,5,-25.8,-56.8,27.2,2655,48267,58.6,36.3,93,5,-25.8,-56.8,27.2,2655,48267,58.6,36.3,93,5,-25.8,-56.8,27.2,2655,48267,58.6,36.3,93,5,-25.8,-56.8,27.2,2655,48267,58.6,36.3,93,5,-25.8,-56.8,27.2,2655,48267,58.6,36.3,93,5,-25.8,-56.8,27.2,2,1499
1817,1817,1817,35043,40.4,35.7,45.5,58,-1.2,-2.4,0.1,1817,35043,40.4,35.7,45.5,58,-1.2,-2.4,0.1,1817,35043,40.4,35.7,45.5,58,-1.2,-2.4,0.1,1817,35043,40.4,35.7,45.5,58,-1.2,-2.4,0.1,1817,35043,40.4,35.7,45.5,58,-1.2,-2.4,0.1,1817,35043,40.4,35.7,45.5,58,-1.2,-2.4,0.1,1817,35043,40.4,35.7,45.5,58,-1.2,-2.4,0.1,2,2513
1055,1055,1055,21127,113.9,93.3,138,22,-5.1,-20.3,12.9,1055,21127,113.9,93.3,138,22,-5.1,-20.3,12.9,1055,21127,113.9,93.3,138,22,-5.1,-20.3,12.9,1055,21127,113.9,93.3,138,22,-5.1,-20.3,12.9,1055,21127,113.9,93.3,138,22,-5.1,-20.3,12.9,1055,21127,113.9,93.3,138,22,-5.1,-20.3,12.9,1055,21127,113.9,93.3,138,22,-5.1,-20.3,12.9,2,1605
1270,1270,1270,26081,59.3 #  ,56.5,62.2,353,-2.8,-9.2,4.1,1270,26081,59.3 #  ,56.5,62.2,353,-2.8,-9.2,4.1,1270,26081,59.3 #  ,56.5,62.2,353,-2.8,-9.2,4.1,1270,26081,59.3 #  ,56.5,62.2,353,-2.8,-9.2,4.1,1270,26081,59.3 #  ,56.5,62.2,353,-2.8,-9.2,4.1,1270,26081,59.3 #  ,56.5,62.2,353,-2.8,-9.2,4.1,1270,26081,59.3 #  ,56.5,62.2,353,-2.8,-9.2,4.1,2,1485
2573,2573,2573,48103,* ,*, *,3 or fewer,*,*,*,2573,48103,* ,*, *,3 or fewer,*,*,*,2573,48103,* ,*, *,3 or fewer,*,*,*,2573,48103,* ,*, *,3 or fewer,*,*,*,2573,48103,* ,*, *,3 or fewer,*,*,*,2573,48103,* ,*, *,3 or fewer,*,*,*,2573,48103,* ,*, *,3 or fewer,*,*,*,3,653
744,744,744,18097,79.7,76.9,82.4,682,-1,-4.4,2.4,744,18097,79.7,76.9,82.4,682,-1,-4.4,2.4,744,18097,79.7,76.9,82.4,682,-1,-4.4,2.4,744,18097,79.7,76.9,82.4,682,-1,-4.4,2.4,744,18097,79.7,76.9,82.4,682,-1,-4.4,2.4,744,18097,79.7,76.9,82.4,682,-1,-4.4,2.4,744,18097,79.7,76.9,82.4,682,-1,-4.4,2.4,2,1791
226,226,226,6083,42.1,39.4,44.9,189,-4,-10,2.4,226,6083,42.1,39.4,44.9,189,-4,-10,2.4,226,6083,42.1,39.4,44.9,189,-4,-10,2.4,226,6083,42.1,39.4,44.9,189,-4,-10,2.4,226,6083,42.1,39.4,44.9,189,-4,-10,2.4,226,6083,42.1,39.4,44.9,189,-4,-10,2.4,226,6083,42.1,39.4,44.9,189,-4,-10,2.4,2,2518
1034,1034,1034,21085,129.7,112.6,148.8,43,-1.5,-19.9,21.2,1034,21085,129.7,112.6,148.8,43,-1.5,-19.9,21.2,1034,21085,129.7,112.6,148.8,43,-1.5,-19.9,21.2,1034,21085,129.7,112.6,148.8,43,-1.5,-19.9,21.2,1034,21085,129.7,112.6,148.8,43,-1.5,-19.9,21.2,1034,21085,129.7,112.6,148.8,43,-1.5,-19.9,21.2,1034,21085,129.7,112.6,148.8,43,-1.5,-19.9,21.2,2,1099
2044,2044,2044,39005,61.2,52.9,70.4,41,-1.5,-10.5,8.5,2044,39005,61.2,52.9,70.4,41,-1.5,-10.5,8.5,2044,39005,61.2,52.9,70.4,41,-1.5,-10.5,8.5,2044,39005,61.2,52.9,70.4,41,-1.5,-10.5,8.5,2044,39005,61.2,52.9,70.4,41,-1.5,-10.5,8.5,2044,39005,61.2,52.9,70.4,41,-1.5,-10.5,8.5,2044,39005,61.2,52.9,70.4,41,-1.5,-10.5,8.5,2,90
2412,2412,2412,46105,* ,*, *,3 or fewer,*,*,*,2412,46105,* ,*, *,3 or fewer,*,*,*,2412,46105,* ,*, *,3 or fewer,*,*,*,2412,46105,* ,*, *,3 or fewer,*,*,*,2412,46105,* ,*, *,3 or fewer,*,*,*,2412,46105,* ,*, *,3 or fewer,*,*,*,2412,46105,* ,*, *,3 or fewer,*,*,*,3,2221
1721,1721,1721,31137,44.3,29.7,64.6,6,-6.2,-43.2,54.9,1721,31137,44.3,29.7,64.6,6,-6.2,-43.2,54.9,1721,31137,44.3,29.7,64.6,6,-6.2,-43.2,54.9,1721,31137,44.3,29.7,64.6,6,-6.2,-43.2,54.9,1721,31137,44.3,29.7,64.6,6,-6.2,-43.2,54.9,1721,31137,44.3,29.7,64.6,6,-6.2,-43.2,54.9,1721,31137,44.3,29.7,64.6,6,-6.2,-43.2,54.9,2,2239
1754,1754,1754,32017,__ ,__, __,__,__,__,__,1754,32017,__ ,__, __,__,__,__,__,1754,32017,__ ,__, __,__,__,__,__,1754,32017,__ ,__, __,__,__,__,__,1754,32017,__ ,__, __,__,__,__,__,1754,32017,__ ,__, __,__,__,__,__,1754,32017,__ ,__, __,__,__,__,__,6,1670
2364,2364,2364,46009,55.7,36.6,82.4,6,-24.1,-46.9,8.6,2364,46009,55.7,36.6,82.4,6,-24.1,-46.9,8.6,2364,46009,55.7,36.6,82.4,6,-24.1,-46.9,8.6,2364,46009,55.7,36.6,82.4,6,-24.1,-46.9,8.6,2364,46009,55.7,36.6,82.4,6,-24.1,-46.9,8.6,2364,46009,55.7,36.6,82.4,6,-24.1,-46.9,8.6,2364,46009,55.7,36.6,82.4,6,-24.1,-46.9,8.6,2,227
2034,2034,2034,38091,* ,*, *,3 or fewer,*,*,*,2034,38091,* ,*, *,3 or fewer,*,*,*,2034,38091,* ,*, *,3 or fewer,*,*,*,2034,38091,* ,*, *,3 or fewer,*,*,*,2034,38091,* ,*, *,3 or fewer,*,*,*,2034,38091,* ,*, *,3 or fewer,*,*,*,2034,38091,* ,*, *,3 or fewer,*,*,*,3,2685
1135,1135,1135,22047,92.2,78.7,107.5,34,2.2,-7.3,12.8,1135,22047,92.2,78.7,107.5,34,2.2,-7.3,12.8,1135,22047,92.2,78.7,107.5,34,2.2,-7.3,12.8,1135,22047,92.2,78.7,107.5,34,2.2,-7.3,12.8,1135,22047,92.2,78.7,107.5,34,2.2,-7.3,12.8,1135,22047,92.2,78.7,107.5,34,2.2,-7.3,12.8,1135,22047,92.2,78.7,107.5,34,2.2,-7.3,12.8,2,1330
785,785,785,18179,52.4,42.2,64.5,19,6.8,-16.2,36,785,18179,52.4,42.2,64.5,19,6.8,-16.2,36,785,18179,52.4,42.2,64.5,19,6.8,-16.2,36,785,18179,52.4,42.2,64.5,19,6.8,-16.2,36,785,18179,52.4,42.2,64.5,19,6.8,-16.2,36,785,18179,52.4,42.2,64.5,19,6.8,-16.2,36,785,18179,52.4,42.2,64.5,19,6.8,-16.2,36,2,3016
2514,2514,2514,47175,55.8,34.2,87.8,4,-14.3,-49.5,45.6,2514,47175,55.8,34.2,87.8,4,-14.3,-49.5,45.6,2514,47175,55.8,34.2,87.8,4,-14.3,-49.5,45.6,2514,47175,55.8,34.2,87.8,4,-14.3,-49.5,45.6,2514,47175,55.8,34.2,87.8,4,-14.3,-49.5,45.6,2514,47175,55.8,34.2,87.8,4,-14.3,-49.5,45.6,2514,47175,55.8,34.2,87.8,4,-14.3,-49.5,45.6,2,2881
798,798,798,19021,40.9,30.1,54.6,10,0.5,-1.5,2.5,798,19021,40.9,30.1,54.6,10,0.5,-1.5,2.5,798,19021,40.9,30.1,54.6,10,0.5,-1.5,2.5,798,19021,40.9,30.1,54.6,10,0.5,-1.5,2.5,798,19021,40.9,30.1,54.6,10,0.5,-1.5,2.5,798,19021,40.9,30.1,54.6,10,0.5,-1.5,2.5,798,19021,40.9,30.1,54.6,10,0.5,-1.5,2.5,2,304
1426,1426,1426,28053,72.3,50.3,100.8,7,-19.9,-35.9,0.1,1426,28053,72.3,50.3,100.8,7,-19.9,-35.9,0.1,1426,28053,72.3,50.3,100.8,7,-19.9,-35.9,0.1,1426,28053,72.3,50.3,100.8,7,-19.9,-35.9,0.1,1426,28053,72.3,50.3,100.8,7,-19.9,-35.9,0.1,1426,28053,72.3,50.3,100.8,7,-19.9,-35.9,0.1,1426,28053,72.3,50.3,100.8,7,-19.9,-35.9,0.1,2,1317
1041,1041,1041,21099,114.5,95.8,136.1,27,7.8,-12.8,33.3,1041,21099,114.5,95.8,136.1,27,7.8,-12.8,33.3,1041,21099,114.5,95.8,136.1,27,7.8,-12.8,33.3,1041,21099,114.5,95.8,136.1,27,7.8,-12.8,33.3,1041,21099,114.5,95.8,136.1,27,7.8,-12.8,33.3,1041,21099,114.5,95.8,136.1,27,7.8,-12.8,33.3,1041,21099,114.5,95.8,136.1,27,7.8,-12.8,33.3,2,1220
1771,1771,1771,33017,75,68.3,82.1,96,3.6,-5.5,13.5,1771,33017,75,68.3,82.1,96,3.6,-5.5,13.5,1771,33017,75,68.3,82.1,96,3.6,-5.5,13.5,1771,33017,75,68.3,82.1,96,3.6,-5.5,13.5,1771,33017,75,68.3,82.1,96,3.6,-5.5,13.5,1771,33017,75,68.3,82.1,96,3.6,-5.5,13.5,1771,33017,75,68.3,82.1,96,3.6,-5.5,13.5,2,2707
464,464,464,13159,78.7,59.6,102.1,12,*,*,*,464,13159,78.7,59.6,102.1,12,*,*,*,464,13159,78.7,59.6,102.1,12,*,*,*,464,13159,78.7,59.6,102.1,12,*,*,*,464,13159,78.7,59.6,102.1,12,*,*,*,464,13159,78.7,59.6,102.1,12,*,*,*,464,13159,78.7,59.6,102.1,12,*,*,*,3,1385
2431,2431,2431,47009,79,72.9,85.4,130,-3.5,-10.2,3.7,2431,47009,79,72.9,85.4,130,-3.5,-10.2,3.7,2431,47009,79,72.9,85.4,130,-3.5,-10.2,3.7,2431,47009,79,72.9,85.4,130,-3.5,-10.2,3.7,2431,47009,79,72.9,85.4,130,-3.5,-10.2,3.7,2431,47009,79,72.9,85.4,130,-3.5,-10.2,3.7,2431,47009,79,72.9,85.4,130,-3.5,-10.2,3.7,2,222
900,900,900,20027,_ ,_, _,_,_,_,_,900,20027,_ ,_, _,_,_,_,_,900,20027,_ ,_, _,_,_,_,_,900,20027,_ ,_, _,_,_,_,_,900,20027,_ ,_, _,_,_,_,_,900,20027,_ ,_, _,_,_,_,_,900,20027,_ ,_, _,_,_,_,_,5,545
1251,1251,1251,26043,50.7 #  ,41.1,62.1,20,1.4,-27,40.9,1251,26043,50.7 #  ,41.1,62.1,20,1.4,-27,40.9,1251,26043,50.7 #  ,41.1,62.1,20,1.4,-27,40.9,1251,26043,50.7 #  ,41.1,62.1,20,1.4,-27,40.9,1251,26043,50.7 #  ,41.1,62.1,20,1.4,-27,40.9,1251,26043,50.7 #  ,41.1,62.1,20,1.4,-27,40.9,1251,26043,50.7 #  ,41.1,62.1,20,1.4,-27,40.9,2,782
1766,1766,1766,33007,69.9,59.8,81.4,36,-3,-10.3,4.9,1766,33007,69.9,59.8,81.4,36,-3,-10.3,4.9,1766,33007,69.9,59.8,81.4,36,-3,-10.3,4.9,1766,33007,69.9,59.8,81.4,36,-3,-10.3,4.9,1766,33007,69.9,59.8,81.4,36,-3,-10.3,4.9,1766,33007,69.9,59.8,81.4,36,-3,-10.3,4.9,1766,33007,69.9,59.8,81.4,36,-3,-10.3,4.9,2,632
1216,1216,1216,25001,60,56.6,63.6,247,-1.2,-7.4,5.4,1216,25001,60,56.6,63.6,247,-1.2,-7.4,5.4,1216,25001,60,56.6,63.6,247,-1.2,-7.4,5.4,1216,25001,60,56.6,63.6,247,-1.2,-7.4,5.4,1216,25001,60,56.6,63.6,247,-1.2,-7.4,5.4,1216,25001,60,56.6,63.6,247,-1.2,-7.4,5.4,1216,25001,60,56.6,63.6,247,-1.2,-7.4,5.4,2,134
2023,2023,2023,38069,41,22.6,71.9,3,*,*,*,2023,38069,41,22.6,71.9,3,*,*,*,2023,38069,41,22.6,71.9,3,*,*,*,2023,38069,41,22.6,71.9,3,*,*,*,2023,38069,41,22.6,71.9,3,*,*,*,2023,38069,41,22.6,71.9,3,*,*,*,2023,38069,41,22.6,71.9,3,*,*,*,3,2253
2370,2370,2370,46021,* ,*, *,3 or fewer,*,*,*,2370,46021,* ,*, *,3 or fewer,*,*,*,2370,46021,* ,*, *,3 or fewer,*,*,*,2370,46021,* ,*, *,3 or fewer,*,*,*,2370,46021,* ,*, *,3 or fewer,*,*,*,2370,46021,* ,*, *,3 or fewer,*,*,*,2370,46021,* ,*, *,3 or fewer,*,*,*,3,374
1602,1602,1602,30011,* ,*, *,3 or fewer,*,*,*,1602,30011,* ,*, *,3 or fewer,*,*,*,1602,30011,* ,*, *,3 or fewer,*,*,*,1602,30011,* ,*, *,3 or fewer,*,*,*,1602,30011,* ,*, *,3 or fewer,*,*,*,1602,30011,* ,*, *,3 or fewer,*,*,*,1602,30011,* ,*, *,3 or fewer,*,*,*,3,410
212,212,212,6055,53.3,48.5,58.6,92,-9.8,-15.3,-4.1,212,6055,53.3,48.5,58.6,92,-9.8,-15.3,-4.1,212,6055,53.3,48.5,58.6,92,-9.8,-15.3,-4.1,212,6055,53.3,48.5,58.6,92,-9.8,-15.3,-4.1,212,6055,53.3,48.5,58.6,92,-9.8,-15.3,-4.1,212,6055,53.3,48.5,58.6,92,-9.8,-15.3,-4.1,212,6055,53.3,48.5,58.6,92,-9.8,-15.3,-4.1,1,2037
12,12,12,1023,49.2,36.3,66,10,9.7,-31.4,75.3,12,1023,49.2,36.3,66,10,9.7,-31.4,75.3,12,1023,49.2,36.3,66,10,9.7,-31.4,75.3,12,1023,49.2,36.3,66,10,9.7,-31.4,75.3,12,1023,49.2,36.3,66,10,9.7,-31.4,75.3,12,1023,49.2,36.3,66,10,9.7,-31.4,75.3,12,1023,49.2,36.3,66,10,9.7,-31.4,75.3,2,500
3040,3040,3040,54099,89.5,78.7,101.6,51,-4.7,-11.6,2.7,3040,54099,89.5,78.7,101.6,51,-4.7,-11.6,2.7,3040,54099,89.5,78.7,101.6,51,-4.7,-11.6,2.7,3040,54099,89.5,78.7,101.6,51,-4.7,-11.6,2.7,3040,54099,89.5,78.7,101.6,51,-4.7,-11.6,2.7,3040,54099,89.5,78.7,101.6,51,-4.7,-11.6,2.7,3040,54099,89.5,78.7,101.6,51,-4.7,-11.6,2.7,2,3002
422,422,422,13075,90,71.8,111.5,17,0.9,-10.6,13.8,422,13075,90,71.8,111.5,17,0.9,-10.6,13.8,422,13075,90,71.8,111.5,17,0.9,-10.6,13.8,422,13075,90,71.8,111.5,17,0.9,-10.6,13.8,422,13075,90,71.8,111.5,17,0.9,-10.6,13.8,422,13075,90,71.8,111.5,17,0.9,-10.6,13.8,422,13075,90,71.8,111.5,17,0.9,-10.6,13.8,2,627
999,999,999,21015,86,77.9,94.6,90,0.6,-13,16.3,999,21015,86,77.9,94.6,90,0.6,-13,16.3,999,21015,86,77.9,94.6,90,0.6,-13,16.3,999,21015,86,77.9,94.6,90,0.6,-13,16.3,999,21015,86,77.9,94.6,90,0.6,-13,16.3,999,21015,86,77.9,94.6,90,0.6,-13,16.3,999,21015,86,77.9,94.6,90,0.6,-13,16.3,2,235
1052,1052,1052,21121,125,109.6,142,50,-10.7,-19.7,-0.7,1052,21121,125,109.6,142,50,-10.7,-19.7,-0.7,1052,21121,125,109.6,142,50,-10.7,-19.7,-0.7,1052,21121,125,109.6,142,50,-10.7,-19.7,-0.7,1052,21121,125,109.6,142,50,-10.7,-19.7,-0.7,1052,21121,125,109.6,142,50,-10.7,-19.7,-0.7,1052,21121,125,109.6,142,50,-10.7,-19.7,-0.7,1,1524
1057,1057,1057,21131,151.8,124.3,184.1,22,0.2,-23.1,30.6,1057,21131,151.8,124.3,184.1,22,0.2,-23.1,30.6,1057,21131,151.8,124.3,184.1,22,0.2,-23.1,30.6,1057,21131,151.8,124.3,184.1,22,0.2,-23.1,30.6,1057,21131,151.8,124.3,184.1,22,0.2,-23.1,30.6,1057,21131,151.8,124.3,184.1,22,0.2,-23.1,30.6,1057,21131,151.8,124.3,184.1,22,0.2,-23.1,30.6,2,1638
2848,2848,2848,51063,47.5,35.2,63.2,10,-6.1,-25,17.5,2848,51063,47.5,35.2,63.2,10,-6.1,-25,17.5,2848,51063,47.5,35.2,63.2,10,-6.1,-25,17.5,2848,51063,47.5,35.2,63.2,10,-6.1,-25,17.5,2848,51063,47.5,35.2,63.2,10,-6.1,-25,17.5,2848,51063,47.5,35.2,63.2,10,-6.1,-25,17.5,2848,51063,47.5,35.2,63.2,10,-6.1,-25,17.5,2,939
741,741,741,18091,77.2,70.6,84.3,103,1.7,-9.2,13.9,741,18091,77.2,70.6,84.3,103,1.7,-9.2,13.9,741,18091,77.2,70.6,84.3,103,1.7,-9.2,13.9,741,18091,77.2,70.6,84.3,103,1.7,-9.2,13.9,741,18091,77.2,70.6,84.3,103,1.7,-9.2,13.9,741,18091,77.2,70.6,84.3,103,1.7,-9.2,13.9,741,18091,77.2,70.6,84.3,103,1.7,-9.2,13.9,2,1545
3052,3052,3052,55013,75.7,61.2,93.5,20,-1.9,-12.5,9.9,3052,55013,75.7,61.2,93.5,20,-1.9,-12.5,9.9,3052,55013,75.7,61.2,93.5,20,-1.9,-12.5,9.9,3052,55013,75.7,61.2,93.5,20,-1.9,-12.5,9.9,3052,55013,75.7,61.2,93.5,20,-1.9,-12.5,9.9,3052,55013,75.7,61.2,93.5,20,-1.9,-12.5,9.9,3052,55013,75.7,61.2,93.5,20,-1.9,-12.5,9.9,2,320
2652,2652,2652,48261,* ,*, *,3 or fewer,*,*,*,2652,48261,* ,*, *,3 or fewer,*,*,*,2652,48261,* ,*, *,3 or fewer,*,*,*,2652,48261,* ,*, *,3 or fewer,*,*,*,2652,48261,* ,*, *,3 or fewer,*,*,*,2652,48261,* ,*, *,3 or fewer,*,*,*,2652,48261,* ,*, *,3 or fewer,*,*,*,3,1480
3096,3096,3096,55099,58,45,74.6,14,2,-27.8,43.9,3096,55099,58,45,74.6,14,2,-27.8,43.9,3096,55099,58,45,74.6,14,2,-27.8,43.9,3096,55099,58,45,74.6,14,2,-27.8,43.9,3096,55099,58,45,74.6,14,2,-27.8,43.9,3096,55099,58,45,74.6,14,2,-27.8,43.9,3096,55099,58,45,74.6,14,2,-27.8,43.9,2,2334
1029,1029,1029,21075,112.4,84.5,147.9,11,-1.7,-25.9,30.6,1029,21075,112.4,84.5,147.9,11,-1.7,-25.9,30.6,1029,21075,112.4,84.5,147.9,11,-1.7,-25.9,30.6,1029,21075,112.4,84.5,147.9,11,-1.7,-25.9,30.6,1029,21075,112.4,84.5,147.9,11,-1.7,-25.9,30.6,1029,21075,112.4,84.5,147.9,11,-1.7,-25.9,30.6,1029,21075,112.4,84.5,147.9,11,-1.7,-25.9,30.6,2,995
1429,1429,1429,28059,75.8,69.6,82.4,116,-6.9,-11.1,-2.5,1429,28059,75.8,69.6,82.4,116,-6.9,-11.1,-2.5,1429,28059,75.8,69.6,82.4,116,-6.9,-11.1,-2.5,1429,28059,75.8,69.6,82.4,116,-6.9,-11.1,-2.5,1429,28059,75.8,69.6,82.4,116,-6.9,-11.1,-2.5,1429,28059,75.8,69.6,82.4,116,-6.9,-11.1,-2.5,1429,28059,75.8,69.6,82.4,116,-6.9,-11.1,-2.5,1,1372
1776,1776,1776,34007,71.9,68.8,75.2,406,-5.4,-11.3,0.9,1776,34007,71.9,68.8,75.2,406,-5.4,-11.3,0.9,1776,34007,71.9,68.8,75.2,406,-5.4,-11.3,0.9,1776,34007,71.9,68.8,75.2,406,-5.4,-11.3,0.9,1776,34007,71.9,68.8,75.2,406,-5.4,-11.3,0.9,1776,34007,71.9,68.8,75.2,406,-5.4,-11.3,0.9,1776,34007,71.9,68.8,75.2,406,-5.4,-11.3,0.9,2,367
509,509,509,13251,79.1,61.6,100.4,15,5.4,-6.6,19,509,13251,79.1,61.6,100.4,15,5.4,-6.6,19,509,13251,79.1,61.6,100.4,15,5.4,-6.6,19,509,13251,79.1,61.6,100.4,15,5.4,-6.6,19,509,13251,79.1,61.6,100.4,15,5.4,-6.6,19,509,13251,79.1,61.6,100.4,15,5.4,-6.6,19,509,13251,79.1,61.6,100.4,15,5.4,-6.6,19,2,2555
